													Side Gear's Macro Coordinates

																																	radius
PNT_01_1_01_X			0.7963260761316785			PNT_01_1_01_Y			-14.60588358105285			PNT_01_1_01_Z			13.639429225491932			20.0
PNT_01_1_02_X			0.7963955442359687			PNT_01_1_02_Y			-14.607652125058653			PNT_01_1_02_Z			13.637531064323573			20.0
PNT_01_1_03_X			0.7964963243060146			PNT_01_1_03_Y			-14.612960365209537			PNT_01_1_03_Z			13.631837109142047			20.0
PNT_01_1_04_X			0.7964669461724163			PNT_01_1_04_Y			-14.621807331193796			PNT_01_1_04_Z			13.622348944770943			19.999999999999996
PNT_01_1_05_X			0.7961461009088764			PNT_01_1_05_Y			-14.634185545033779			PNT_01_1_05_Z			13.609069212092795			20.0
PNT_01_1_06_X			0.7953728984718378			PNT_01_1_06_Y			-14.650081032511386			PNT_01_1_06_Z			13.592001607314012			20.0
PNT_01_1_07_X			0.7939871246881732			PNT_01_1_07_Y			-14.669473344762459			PNT_01_1_07_Z			13.571150880936116			20.0
PNT_01_1_08_X			0.7918294971898727			PNT_01_1_08_Y			-14.692335590006293			PNT_01_1_08_Z			13.546522836433502			19.999999999999996
PNT_01_1_09_X			0.7887419198963588			PNT_01_1_09_Y			-14.718634475360817			PNT_01_1_09_Z			13.518124328638137			20.000000000000004
PNT_01_1_10_X			0.7845677356472892			PNT_01_1_10_Y			-14.748330358678203			PNT_01_1_10_Z			13.485963261831621			20.0
PNT_01_1_11_X			0.7791519765916229			PNT_01_1_11_Y			-14.781377310320165			PNT_01_1_11_Z			13.450048587545156			19.999999999999996
PNT_01_1_12_X			0.7723416119421956			PNT_01_1_12_Y			-14.817723184776476			PNT_01_1_12_Z			13.410390302068027			20.0
PNT_01_1_13_X			0.7639857927091767			PNT_01_1_13_Y			-14.857309702015044			PNT_01_1_13_Z			13.366999443665291			20.0
PNT_01_1_14_X			0.7539360930304938			PNT_01_1_14_Y			-14.900072538436751			PNT_01_1_14_Z			13.31988808950544			20.0
PNT_01_1_15_X			0.7420467477226054			PNT_01_1_15_Y			-14.945941427293084			PNT_01_1_15_Z			13.269069352298928			20.0
PNT_01_1_16_X			0.728174885680909			PNT_01_1_16_Y			-14.994840268410004			PNT_01_1_16_Z			13.21455737664843			20.0
PNT_01_1_17_X			0.7121807587655322			PNT_01_1_17_Y			-15.046687247046902			PNT_01_1_17_Z			13.156367335111934			20.0
PNT_01_1_18_X			0.6939279658153156			PNT_01_1_18_Y			-15.101394961705285			PNT_01_1_18_Z			13.094515423979676			20.0
PNT_01_1_19_X			0.6732836714403774			PNT_01_1_19_Y			-15.158870560687795			PNT_01_1_19_Z			13.029018858766175			20.0
PNT_01_1_20_X			0.6501188192517816			PNT_01_1_20_Y			-15.219015887194635			PNT_01_1_20_Z			12.959895869418546			19.999999999999996
PNT_01_1_21_X			0.624308339195556			PNT_01_1_21_Y			-15.281727632731057			PNT_01_1_21_Z			12.88716569524249			20.0
PNT_01_1_22_X			0.5957313486674523			PNT_01_1_22_Y			-15.346897498586646			PNT_01_1_22_Z			12.81084857954733			20.0
PNT_01_1_23_X			0.564271347094538			PNT_01_1_23_Y			-15.414412365134543			PNT_01_1_23_Z			12.730965764011595			19.999999999999996
PNT_01_1_24_X			0.5298164036799597			PNT_01_1_24_Y			-15.484154468686583			PNT_01_1_24_Z			12.647539482770744			19.999999999999996
PNT_01_1_25_X			0.4922593380178208			PNT_01_1_25_Y			-15.55600158562842			PNT_01_1_25_Z			12.560592956228632			20.0
PNT_01_1_26_X			0.45149789329622503			PNT_01_1_26_Y			-15.62982722354753			PNT_01_1_26_Z			12.470150384594467			20.0
PNT_01_1_27_X			0.40743490181818387			PNT_01_1_27_Y			-15.705500819055938			PNT_01_1_27_Z			12.376236941147079			20.0
PNT_01_1_28_X			0.3599784425819771			PNT_01_1_28_Y			-15.782887941999135			PNT_01_1_28_Z			12.278878765228306			20.0
PNT_01_1_29_X			0.30904199067495775			PNT_01_1_29_Y			-15.861850505732633			PNT_01_1_29_Z			12.178102954967539			20.0
PNT_01_1_30_X			0.25454455824763167			PNT_01_1_30_Y			-15.942246983138283			PNT_01_1_30_Z			12.073937559739358			20.0
PNT_01_1_31_X			0.1964108268478495			PNT_01_1_31_Y			-16.023932628043298			PNT_01_1_31_Z			11.96641157235645			20.0
PNT_01_1_32_X			0.13457127090855936			PNT_01_1_32_Y			-16.106759701696717			PNT_01_1_32_Z			11.855554920999893			20.0
